Dyreste kjøp av spiller i euro ganger 10 mellom årene 2000-2020 (år);;
Euro;2000;6
Euro;2001;7.75
Euro;2002;4.6
Euro;2003;3.75
Euro;2004;3.85
Euro;2005;3.8
Euro;2006;43.88
Euro;2007;3.8
Euro;2008;4.3
Euro;2009;9.4
Euro;2010;5.8
Euro;2011;4.2
Euro;2012;4.2
Euro;2013;10.1
Euro;2014;8.17
Euro;2015;7.6
Euro;2016;10.5
Euro;2017;22.2
Euro;2018;18
Euro;2019;12.7
Euro;2020;8
