100 dyreste kjøp av spiller i euro ganger 10 mellom årene 2000-2020 (år);;
Euro;2000;0.64
Euro;2001;0.7
Euro;2002;0.37
Euro;2003;0.34
Euro;2004;0.47
Euro;2005;0.45
Euro;2006;0.5
Euro;2007;0.75
Euro;2008;0.75
Euro;2009;0.68
Euro;2010;0.69
Euro;2011;0.8
Euro;2012;0.75
Euro;2013;0.95
Euro;2014;0.85
Euro;2015;1.1
Euro;2016;1.4
Euro;2017;1.67
Euro;2018;1.6
Euro;2019;2
Euro;2020;1.33
